VC,Size,pSG,ClstrComp,Order,Family,Genus,Phylum,Class
1296_0,2,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1297_0,4,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1299_0,9,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
129_0,3,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
12_0,3,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
12_1,9,0,refseq,Unassigned,Unassigned,Fibralongavirus,Uroviricota,Caudoviricetes
1300_0,23,0,refseq,Unassigned,Salasmaviridae,Unclassified,Uroviricota,Caudoviricetes
1301_0,3,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1302_0,9,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1303_0,4,0,refseq,Unassigned,Pachyviridae,Unclassified,Uroviricota,Caudoviricetes
1304_0,34,0,refseq,Unassigned,Unassigned,Unclassified,Uroviricota,Caudoviricetes
1305_0,62,0,refseq,Unassigned,Unassigned,Elemovirus,Uroviricota,Caudoviricetes
1306_0,8,0,refseq,Unassigned,Duneviridae,Ingelinevirus,Uroviricota,Caudoviricetes
1307_0,5,0,refseq,Unassigned,Unassigned,Lightbulbvirus,Uroviricota,Caudoviricetes
1308_0,5,0,refseq,Unassigned,Unassigned,Helsingorvirus,Uroviricota,Caudoviricetes
1309_0,2,1,SG,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
130_0,2,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1310_0,9,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1311_0,8,0,refseq,Unassigned,Duneviridae,Unahavirus,Uroviricota,Caudoviricetes
1312_0,2,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1313_0,4,0,refseq,Unassigned,Schitoviridae,Efbeekayvirus,Uroviricota,Caudoviricetes
1314_0,3,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1315_0,18,0,refseq,Unassigned,Autographiviridae,Unclassified,Uroviricota,Caudoviricetes
1317_0,9,0,refseq,Unassigned,Unassigned,Samunavirus,Uroviricota,Caudoviricetes
1318_0,2,1,SG,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1319_0,7,0,refseq,Unassigned,Unassigned,Pagevirus,Uroviricota,Caudoviricetes
131_0,10,0.1,both,Unassigned,Unassigned,Kafunavirus,Uroviricota,Caudoviricetes
1321_0,2,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1322_0,11,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1323_0,6,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1324_0,5,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1325_0,23,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1326_0,9,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1328_0,4,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1329_0,2,1,SG,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
132_0,2,1,SG,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1330_0,7,0,refseq,Unassigned,Unassigned,Bernalvirus,Uroviricota,Caudoviricetes
1331_0,5,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1332_0,2,0.5,both,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1333_0,3,0,refseq,Unassigned,Salasmaviridae,Cepunavirus,Uroviricota,Caudoviricetes
1334_0,9,0,refseq,Unassigned,Unassigned,Unclassified,Uroviricota,Caudoviricetes
1335_0,24,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1335_1,30,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1336_0,3,0.3333333333333333,both,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
133_0,3,0,refseq,Unassigned,Unassigned,Yokohamavirus,Uroviricota,Caudoviricetes
1347_0,3,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1349_0,3,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
134_0,4,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1350_0,45,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1353_0,52,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1354_0,2,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1355_0,5,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1356_0,7,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1358_0,5,0,refseq,Unassigned,Unassigned,Samistivirus,Uroviricota,Caudoviricetes
1358_1,17,0,refseq,Unassigned,Unassigned,Samistivirus,Uroviricota,Caudoviricetes
1358_3,21,0,refseq,Unassigned,Unassigned,Karimacvirus,Uroviricota,Caudoviricetes
135_0,2,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1360_0,2,0,refseq,Unassigned,Unassigned,Wilnyevirus,Uroviricota,Caudoviricetes
1360_1,2,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1360_2,5,0,refseq,Unassigned,Unassigned,Gilsonvirus,Uroviricota,Caudoviricetes
1360_3,6,0,refseq,Unassigned,Unassigned,Gilsonvirus,Uroviricota,Caudoviricetes
1360_4,4,0,refseq,Unassigned,Unassigned,Annadreamyvirus,Uroviricota,Caudoviricetes
1360_5,3,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1361_0,24,0,refseq,Unassigned,Unassigned,Unclassified,Uroviricota,Caudoviricetes
1362_0,19,0,refseq,Unassigned,Unassigned,Klausavirus,Uroviricota,Caudoviricetes
1363_0,5,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1364_0,4,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1367_0,35,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1368_0,5,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
136_0,22,0,refseq,Unassigned,Unassigned,Unclassified,Uroviricota,Caudoviricetes
1372_0,2,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1374_0,9,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1375_0,2,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1379_0,5,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
137_0,2,0,refseq,Unassigned,Unassigned,Rigallicvirus,Uroviricota,Caudoviricetes
1380_0,3,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1381_0,3,0,refseq,Unassigned,Unassigned,Seussvirus,Uroviricota,Caudoviricetes
1383_0,2,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1384_0,2,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1385_0,13,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1386_0,40,0,refseq,Unassigned,Unassigned,Unclassified,Uroviricota,Caudoviricetes
1388_0,16,0,refseq,Unassigned,Unassigned,Unclassified,Uroviricota,Caudoviricetes
1389_0,7,0,refseq,Unassigned,Unassigned,Bendigovirus,Uroviricota,Caudoviricetes
138_0,17,0,refseq,Unassigned,Unassigned,Unclassified,Uroviricota,Caudoviricetes
1391_0,5,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1392_0,2,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1393_0,2,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1393_1,2,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1394_0,2,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1395_0,154,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1396_0,10,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1399_0,4,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
139_0,5,0.2,both,Unassigned,Unassigned,Hapunavirus,Uroviricota,Caudoviricetes
13_0,3,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1400_0,4,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1401_0,4,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1403_0,8,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1404_0,3,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1405_0,2,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1406_0,2,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1408_0,14,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1409_0,5,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
140_0,44,0,refseq,Unassigned,Autographiviridae,Ghunavirus,Uroviricota,Caudoviricetes
1410_0,5,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1411_0,4,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1412_0,23,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1413_0,9,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1414_0,5,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1415_0,3,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1416_0,10,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1417_0,25,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1418_0,8,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1419_0,19,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
141_0,20,0,refseq,Unassigned,Autographiviridae,Unclassified,Uroviricota,Caudoviricetes
1420_0,10,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1421_0,2,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1423_0,4,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1424_0,5,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1425_0,3,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1426_0,3,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1428_0,2,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1429_0,3,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
142_0,16,0,refseq,Unassigned,Ackermannviridae,Limestonevirus,Uroviricota,Caudoviricetes
142_1,7,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
142_2,8,0,refseq,Unassigned,Ackermannviridae,Agtrevirus,Uroviricota,Caudoviricetes
1430_0,4,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1431_0,4,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1432_0,6,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1436_0,11,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1437_0,7,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1438_0,3,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1439_0,3,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
143_0,4,0,refseq,Unassigned,Ackermannviridae,Miltonvirus,Uroviricota,Caudoviricetes
143_1,19,0,refseq,Unassigned,Ackermannviridae,Taipeivirus,Uroviricota,Caudoviricetes
1440_0,16,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1441_0,5,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1443_0,9,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1444_0,4,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1445_0,2,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1446_0,5,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1447_0,2,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1448_0,2,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1449_0,8,0,refseq,Unassigned,Unassigned,Halcyonevirus,Uroviricota,Caudoviricetes
144_0,2,0,refseq,Unassigned,Ackermannviridae,Kuttervirus,Uroviricota,Caudoviricetes
144_1,2,0,refseq,Unassigned,Ackermannviridae,Kuttervirus,Uroviricota,Caudoviricetes
144_11,3,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
144_14,3,0,refseq,Unassigned,Ackermannviridae,Kuttervirus,Uroviricota,Caudoviricetes
144_20,3,0,refseq,Unassigned,Ackermannviridae,Kuttervirus,Uroviricota,Caudoviricetes
144_22,3,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
144_23,2,0,refseq,Unassigned,Ackermannviridae,Kuttervirus,Uroviricota,Caudoviricetes
144_25,3,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
144_26,2,0,refseq,Unassigned,Ackermannviridae,Kuttervirus,Uroviricota,Caudoviricetes
144_27,6,0,refseq,Unassigned,Ackermannviridae,Kuttervirus,Uroviricota,Caudoviricetes
144_28,2,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
144_33,11,0,refseq,Unassigned,Ackermannviridae,Kuttervirus,Uroviricota,Caudoviricetes
144_39,10,0,refseq,Unassigned,Ackermannviridae,Kuttervirus,Uroviricota,Caudoviricetes
144_40,2,0,refseq,Unassigned,Ackermannviridae,Kuttervirus,Uroviricota,Caudoviricetes
144_41,2,0,refseq,Unassigned,Ackermannviridae,Kuttervirus,Uroviricota,Caudoviricetes
144_45,2,0,refseq,Unassigned,Ackermannviridae,Kuttervirus,Uroviricota,Caudoviricetes
144_46,2,0,refseq,Unassigned,Ackermannviridae,Kuttervirus,Uroviricota,Caudoviricetes
144_47,2,0,refseq,Unassigned,Ackermannviridae,Kuttervirus,Uroviricota,Caudoviricetes
144_49,3,0,refseq,Unassigned,Ackermannviridae,Kuttervirus,Uroviricota,Caudoviricetes
144_5,2,0,refseq,Unassigned,Ackermannviridae,Kuttervirus,Uroviricota,Caudoviricetes
144_54,3,0,refseq,Unassigned,Ackermannviridae,Kuttervirus,Uroviricota,Caudoviricetes
144_59,4,0,refseq,Unassigned,Ackermannviridae,Kuttervirus,Uroviricota,Caudoviricetes
1450_0,24,0,refseq,Unassigned,Unassigned,Fipvunavirus,Uroviricota,Caudoviricetes
1451_0,2,1,SG,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1452_0,2,1,SG,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1453_0,2,1,SG,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1454_0,3,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1454_1,2,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1455_0,75,0,refseq,Unassigned,Unassigned,Korravirus,Uroviricota,Caudoviricetes
1456_0,3,0,refseq,Unassigned,Unassigned,Unclassified,Uroviricota,Caudoviricetes
1457_0,10,0,refseq,Unassigned,Unassigned,Goodmanvirus,Uroviricota,Caudoviricetes
1458_0,28,0,refseq,Unassigned,Unassigned,Unclassified,Uroviricota,Caudoviricetes
1459_0,26,0,refseq,Unassigned,Unassigned,Gordonvirus,Uroviricota,Caudoviricetes
145_0,2,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1461_0,21,0,refseq,Unassigned,Unassigned,Unclassified,Uroviricota,Caudoviricetes
1462_0,6,0,refseq,Unassigned,Unassigned,Jasminevirus,Uroviricota,Caudoviricetes
1463_0,2,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1464_0,7,0,refseq,Unassigned,Unassigned,Laroyevirus,Uroviricota,Caudoviricetes
1465_0,2,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1466_0,2,1,SG,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1467_0,3,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1467_1,3,0,refseq,Unassigned,Unassigned,Tankvirus,Uroviricota,Caudoviricetes
1467_2,2,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1468_0,21,0,refseq,Unassigned,Unassigned,Squashvirus,Uroviricota,Caudoviricetes
1468_1,3,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1468_2,6,0,refseq,Unassigned,Unassigned,Gillianvirus,Uroviricota,Caudoviricetes
1469_0,6,0,refseq,Unassigned,Unassigned,Ravarandavirus,Uroviricota,Caudoviricetes
146_0,2,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
146_1,2,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1470_0,4,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1471_0,22,0,refseq,Unassigned,Unassigned,Attisvirus,Uroviricota,Caudoviricetes
1472_0,41,0,refseq,Unassigned,Unassigned,Unclassified,Uroviricota,Caudoviricetes
1473_0,14,0,refseq,Unassigned,Unassigned,Unclassified,Uroviricota,Caudoviricetes
1474_0,25,0,refseq,Unassigned,Unassigned,Wizardvirus,Uroviricota,Caudoviricetes
1475_0,2,1,SG,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1476_0,3,0,refseq,Unassigned,Unassigned,Kelleziovirus,Uroviricota,Caudoviricetes
1477_0,4,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1478_0,2,0,refseq,Unassigned,Unassigned,Oneupvirus,Uroviricota,Caudoviricetes
1478_1,10,0,refseq,Unassigned,Unassigned,Smoothievirus,Uroviricota,Caudoviricetes
1479_0,4,0,refseq,Unassigned,Unassigned,Bantamvirus,Uroviricota,Caudoviricetes
147_0,3,0,refseq,Unassigned,Ackermannviridae,Vapseptimavirus,Uroviricota,Caudoviricetes
1480_0,6,0,refseq,Unassigned,Unassigned,Ronaldovirus,Uroviricota,Caudoviricetes
1481_0,5,0,refseq,Unassigned,Unassigned,Nyceiraevirus,Uroviricota,Caudoviricetes
1483_0,4,0,refseq,Unassigned,Unassigned,Doucettevirus,Uroviricota,Caudoviricetes
1484_0,3,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1485_0,3,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1486_0,3,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1487_0,3,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1488_0,5,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
148_0,2,0,refseq,Unassigned,Ackermannviridae,Campanilevirus,Uroviricota,Caudoviricetes
1490_0,3,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1491_0,9,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1492_0,2,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1493_0,8,0,refseq,Unassigned,Unassigned,Samwavirus,Uroviricota,Caudoviricetes
1494_0,4,0,refseq,Unassigned,Unassigned,Poushouvirus,Uroviricota,Caudoviricetes
1495_0,2,0,refseq,Kalamavirales,Tectiviridae,Epsilontectivirus,Preplasmiviricota,Tectiliviricetes
1496_0,2,0,refseq,Tubulavirales,Paulinoviridae,Thomixvirus,Hofneiviricota,Faserviricetes
1497_0,2,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1498_0,7,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1499_0,2,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
149_0,2,0,refseq,Unassigned,Unassigned,Svunavirus,Uroviricota,Caudoviricetes
1500_0,3,0,refseq,Unassigned,Unassigned,Rahariannevirus,Uroviricota,Caudoviricetes
1501_0,11,0,refseq,Unassigned,Unassigned,Zetavirus,Uroviricota,Caudoviricetes
1502_0,37,0,refseq,Unassigned,Unassigned,Unclassified,Uroviricota,Caudoviricetes
1503_0,11,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1504_0,2,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1504_1,7,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1504_2,4,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1504_3,2,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1505_0,24,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1507_0,2,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1508_0,4,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1509_0,2,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
150_0,2,0,refseq,Unassigned,Unassigned,Lubbockvirus,Uroviricota,Caudoviricetes
150_1,4,0,refseq,Unassigned,Unassigned,Yongloolinvirus,Uroviricota,Caudoviricetes
150_2,6,0,refseq,Unassigned,Unassigned,Colneyvirus,Uroviricota,Caudoviricetes
1510_0,2,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1511_0,2,0.5,both,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1512_0,2,1,SG,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1513_0,3,0,refseq,Unassigned,Unassigned,Holosalinivirus,Uroviricota,Caudoviricetes
1514_0,3,0,refseq,Unassigned,Unassigned,Kryptosalinivirus,Uroviricota,Caudoviricetes
1515_0,3,0,refseq,Unassigned,Unassigned,Kairosalinivirus,Uroviricota,Caudoviricetes
1516_0,2,1,SG,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1517_0,2,1,SG,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1518_0,5,0,refseq,Unassigned,Unassigned,Astrithrvirus,Uroviricota,Caudoviricetes
1519_0,2,1,SG,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
151_0,2,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1520_0,3,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1522_0,2,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1523_0,20,0,refseq,Unassigned,Unassigned,Unclassified,Uroviricota,Caudoviricetes
1524_0,2,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1525_0,6,0,refseq,Unassigned,Schitoviridae,Mukerjeevirus,Uroviricota,Caudoviricetes
1526_0,3,1,SG,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1527_0,2,0,refseq,Unassigned,Unassigned,Xuquatrovirus,Uroviricota,Caudoviricetes
1528_0,7,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1529_0,3,1,SG,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
152_0,6,0,refseq,Unassigned,Unassigned,Unclassified,Uroviricota,Caudoviricetes
1530_0,3,0,refseq,Unassigned,Unassigned,Unclassified,Uroviricota,Caudoviricetes
1531_0,2,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1532_0,3,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1533_0,2,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1534_0,2,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1535_0,16,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1536_0,2,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1537_0,46,0,refseq,Unassigned,Unassigned,Unclassified,Uroviricota,Caudoviricetes
1538_0,2,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1539_0,84,0,refseq,Unassigned,Unassigned,Ilzatvirus,Uroviricota,Caudoviricetes
153_0,5,0,refseq,Unassigned,Unassigned,Cecivirus,Uroviricota,Caudoviricetes
1542_0,53,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1543_0,2,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1544_0,7,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1545_0,2,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1546_0,7,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1549_0,4,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
154_0,2,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1550_0,5,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1551_0,15,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1552_0,3,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1553_0,6,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1555_0,4,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1556_0,7,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1557_0,6,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1558_0,8,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1559_0,2,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
155_0,2,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1560_0,5,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1561_0,2,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1562_0,2,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1563_0,4,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1564_0,3,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1565_0,5,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1566_0,7,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1567_0,3,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1569_0,3,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
156_0,2,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
156_1,3,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1570_0,2,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1571_0,5,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1572_0,6,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1573_0,4,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1574_0,4,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1575_0,9,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1576_0,3,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1577_0,4,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1578_0,2,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
1579_0,7,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
