VC,Size,pSG,ClstrComp,Order,Family,Genus,Phylum,Class
986_0,2,1,SG,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
987_0,2,1,SG,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
988_0,7,0,refseq,Unassigned,Unassigned,Firehammervirus,Uroviricota,Caudoviricetes
989_0,3,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
98_0,2,1,SG,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
990_0,3,1,SG,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
991_0,3,1,SG,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
992_0,2,1,SG,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
994_0,3,1,SG,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
995_0,3,1,SG,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
996_0,23,0,refseq,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
997_0,2,1,SG,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
998_0,4,1,SG,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
999_0,2,1,SG,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned
99_0,24,0,refseq,Unassigned,Herelleviridae,Kochikohdavirus,Uroviricota,Caudoviricetes
9_0,39,0,refseq,Unassigned,Unassigned,Dubowvirus,Uroviricota,Caudoviricetes
