Genome,ClstrComp,VC.Status,Phylum,Class,Order,Family,Genus,VC
Ettinger_c_000003594140,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Ettinger_c_000003598371,NA,Overlap (VC_792/VC_793),Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Ettinger_c_000003602682,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Ettinger_c_000003621824,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Ettinger_c_000003641290,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Ettinger_c_000003654909,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Ettinger_c_000003667375,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Ettinger_c_000003680351,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Ettinger_c_000003681596,NA,Outlier,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Ettinger_c_000003682343,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Ettinger_c_000003718476,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Ettinger_c_000003727609,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Ettinger_c_000003730712,NA,Overlap (VC_919/VC_920),Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Ettinger_c_000003753542,NA,Outlier,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Ettinger_c_000003763628,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Ettinger_c_000003771551,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Ettinger_c_000003780198,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Ettinger_c_000003788455,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Ettinger_c_000003790198,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Ettinger_c_000003799736,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Ettinger_c_000003805265,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Ettinger_c_000003806953,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Ettinger_c_000003810164,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Ettinger_c_000003810799,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Ettinger_c_000003840101,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Ettinger_c_000003843046,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Ettinger_c_000003845066,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Ettinger_c_000003855294,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Ettinger_c_000003869863,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Ettinger_c_000003871950,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Ettinger_c_000003901948,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Ettinger_c_000003906820,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Ettinger_c_000003910833,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Ettinger_c_000003922787,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Ettinger_c_000003940153,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Ettinger_c_000003943708,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Ettinger_c_000003947647,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Ettinger_c_000003956869,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Ettinger_c_000003974819,NA,Overlap (VC_1002/VC_1055),Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Ettinger_c_000003978290,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Ettinger_c_000003979442,NA,Outlier,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Ettinger_c_000003983172,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Ettinger_c_000003998088,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Ettinger_c_000004012403,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Ettinger_c_000004027935,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Ettinger_c_000004034986,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Ettinger_c_000004056804,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Ettinger_c_000004060116,NA,Overlap (VC_1045/VC_1945),Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Ettinger_c_000004061329,NA,Outlier,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Ettinger_c_000004063153,NA,Outlier,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Ettinger_c_000004075669,NA,Overlap (VC_919/VC_920),Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Ettinger_c_000004087791,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Ettinger_c_000004121034,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Ettinger_c_000004125172,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Ettinger_c_000004129399,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Ettinger_c_000004136086,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Ettinger_c_000004140436,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Ettinger_c_000004159598,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Ettinger_c_000004163649,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Ettinger_c_000004164550,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Ettinger_c_000004175135,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Ettinger_c_000004181071,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Ettinger_c_000004182565,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Ettinger_c_000004192281,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Ettinger_c_000004210363,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Ettinger_c_000004260014,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Ettinger_c_000004261886,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Ettinger_c_000004275880,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Ettinger_c_000004284874,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Ettinger_c_000004327745,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Ettinger_c_000004331955,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Ettinger_c_000004339325,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Ettinger_c_000004343447,NA,Outlier,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Ettinger_c_000004344310,NA,Outlier,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Ettinger_c_000004344373,NA,Outlier,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Ettinger_c_000004346055,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Ettinger_c_000004346718,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Ettinger_c_000004348970,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Ettinger_c_000004351637,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Ettinger_c_000004360773,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Ettinger_c_000004413179,NA,Outlier,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Ettinger_c_000004428213,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Ettinger_c_000004435708,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Ettinger_c_000004436205,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Ettinger_c_000004477168,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Ettinger_c_000004485374,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Ettinger_c_000004493845,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Ettinger_c_000004498005,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Ettinger_c_000004523674,NA,Overlap (VC_969/VC_1037),Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Ettinger_c_000004568490,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Ettinger_c_000004584736,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Ettinger_c_000004588370,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Ettinger_c_000004590999,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Ettinger_c_000004599558,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Ettinger_c_000004607263,NA,Overlap (VC_1034/VC_1035),Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Ettinger_c_000004614868,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Ettinger_c_000004630042,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Ettinger_c_000004635299,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Ettinger_c_000004644822,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Ettinger_c_000004648130,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Ettinger_c_000004656541,NA,Outlier,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Ettinger_c_000004666973,NA,Outlier,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Ettinger_c_000004677195,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Ettinger_c_000004691745,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Ettinger_c_000004695790,NA,Outlier,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Ettinger_c_000004741437,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Ettinger_c_000004751302,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Ettinger_c_000004755827,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Ettinger_c_000004768044,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Ettinger_c_000004772769,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Ettinger_c_000004775287,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Ettinger_c_000004786653,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Ettinger_c_000004793327,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Ettinger_c_000004807238,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Ettinger_c_000004807280,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Ettinger_c_000004809060,NA,Overlap (VC_176/VC_954),Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Ettinger_c_000004810536,NA,Overlap (VC_927/VC_961),Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Ettinger_c_000004818774,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Ettinger_c_000004832862,NA,Overlap (VC_969/VC_1037),Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Ettinger_c_000004834914,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Ettinger_c_000004851872,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Ettinger_c_000004872372,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Ettinger_c_000004885192,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Ettinger_c_000004912721,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Ettinger_c_000004917783,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Ettinger_c_000004927160,NA,Overlap (VC_969/VC_1037),Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Ettinger_c_000004941576,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Ettinger_c_000004942904,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Ettinger_c_000004947926,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Ettinger_c_000004947985,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Ettinger_c_000004951875,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Ettinger_c_000004952063,NA,Outlier,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Ettinger_c_000004952740,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Ettinger_c_000004971009,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Ettinger_c_000004973142,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Ettinger_c_000004985591,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Ettinger_c_000004999485,NA,Outlier,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Ettinger_c_000005003211,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Ettinger_c_000005006185,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Ettinger_c_000005012552,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Ettinger_c_000005012980,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Ettinger_c_000005031428,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Ettinger_c_000005077799,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Ettinger_c_000005116146,NA,Outlier,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Ettinger_c_000005118225,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Ettinger_c_000005120957,NA,Outlier,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Ettinger_c_000005163485,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Ettinger_c_000005175789,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Ettinger_c_000005182290,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Ettinger_c_000005190969,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Ettinger_c_000005206771,NA,Overlap (VC_995/VC_996),Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Ettinger_c_000005207700,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Ettinger_c_000005231889,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Ettinger_c_000005240837,NA,Outlier,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Ettinger_c_000005245398,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Ettinger_c_000005254922,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Ettinger_c_000005261540,NA,Outlier,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Ettinger_c_000005284336,NA,Outlier,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Ettinger_c_000005288020,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Ettinger_c_000005296372,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Ettinger_c_000005297748,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Ettinger_c_000005306750,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Ettinger_c_000005308450,NA,Outlier,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Ettinger_c_000005308971,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Ettinger_c_000005309236,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Ettinger_c_000005314755,NA,Outlier,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Ettinger_c_000005320219,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Ettinger_c_000005323214,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Ettinger_c_000005326451,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Ettinger_c_000005387093,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Ettinger_c_000005389406,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Ettinger_c_000005427644,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Ettinger_c_000005461293,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Ettinger_c_000005465945,NA,Overlap (VC_919/VC_921),Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Ettinger_c_000005469033,NA,Overlap (VC_935/VC_936),Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Ettinger_c_000005482695,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Ettinger_c_000005491225,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Ettinger_c_000005493237,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Ettinger_c_000005499322,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Ettinger_c_000005499538,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Ettinger_c_000005502631,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Ettinger_c_000005503424,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Fraser2023_k141_349698,NA,Outlier,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Fraser2023_k141_787347,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Fraser_k141_1474757,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Fraser_k141_3363438,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Fraser_k141_3720017,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Miranda_k141_1007961,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Miranda_k141_1035534,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Miranda_k141_106453,NA,Outlier,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Miranda_k141_1065816,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Miranda_k141_1145532,NA,Outlier,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Miranda_k141_1146582,NA,Outlier,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Miranda_k141_1233133,NA,Overlap (VC_792/VC_793),Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Miranda_k141_1326277,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Miranda_k141_1373072,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Miranda_k141_1428695,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Miranda_k141_1437209,NA,Outlier,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Miranda_k141_1508536,NA,Outlier,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Miranda_k141_1510793,NA,Outlier,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Miranda_k141_1627918,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Miranda_k141_1629337,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Miranda_k141_164903,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Miranda_k141_1673186,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Miranda_k141_1678810,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Miranda_k141_1767438,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Miranda_k141_1786313,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Miranda_k141_1797910,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Miranda_k141_1826629,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Miranda_k141_1846384,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Miranda_k141_1889026,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Miranda_k141_1904334,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Miranda_k141_1976452,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Miranda_k141_197888,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Miranda_k141_2008289,NA,Outlier,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Miranda_k141_2096649,NA,Outlier,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Miranda_k141_215287,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Miranda_k141_2159471,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Miranda_k141_2159960,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Miranda_k141_2160398,NA,Outlier,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Miranda_k141_2169760,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Miranda_k141_2200370,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Miranda_k141_2218537,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Miranda_k141_2311659,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Miranda_k141_2341473,NA,Outlier,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Miranda_k141_2344694,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Miranda_k141_2360039,NA,Outlier,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Miranda_k141_2423603,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Miranda_k141_2433219,NA,Outlier,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Miranda_k141_2434345,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Miranda_k141_2514987,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Miranda_k141_2556813,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Miranda_k141_2661021,NA,Outlier,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Miranda_k141_267379,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Miranda_k141_2814027,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Miranda_k141_2878392,NA,Outlier,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Miranda_k141_2879606,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Miranda_k141_29186,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Miranda_k141_297062,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Miranda_k141_3023436,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Miranda_k141_3088970,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Miranda_k141_3136174,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Miranda_k141_3141725,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Miranda_k141_315942,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Miranda_k141_317139,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Miranda_k141_3266306,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Miranda_k141_3326878,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Miranda_k141_3366954,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Miranda_k141_3412575,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Miranda_k141_3459198,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Miranda_k141_3514046,NA,Outlier,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Miranda_k141_352525,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Miranda_k141_3622965,NA,Outlier,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Miranda_k141_364380,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Miranda_k141_3744076,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Miranda_k141_3794474,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Miranda_k141_3839443,NA,Outlier,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Miranda_k141_3867725,NA,Outlier,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Miranda_k141_3880275,NA,Outlier,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Miranda_k141_3970930,NA,Outlier,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Miranda_k141_4108618,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Miranda_k141_4209072,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Miranda_k141_4227329,NA,Outlier,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Miranda_k141_4230348,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Miranda_k141_4230449,NA,Outlier,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Miranda_k141_4243214,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
Miranda_k141_4288790,NA,Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,
