Genome,ClstrComp,VC.Status,Phylum,Class,Order,Family,Genus,VC
Rubio_Protillo_k141_6847291,SG,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,1148_0
Rubio_Protillo_k141_6847352,both,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,1741_0
Rubio_Protillo_k141_6847422,SG,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,844_0
Rubio_Protillo_k141_6847568,SG,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,1760_0
Rubio_Protillo_k141_6848022,SG,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,963_0
Rubio_Protillo_k141_712999,both,Clustered,Uroviricota,Caudoviricetes,Unassigned,Winoviridae,Pippivirus,1108_0
Rubio_Protillo_k141_713349,SG,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,1894_0
Rubio_Protillo_k141_772741,SG,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,1257_0
Rubio_Protillo_k141_777049,SG,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,758_0
Rubio_Protillo_k141_793844,SG,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,1109_0
Rubio_Protillo_k141_795987,SG,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,794_0
Rubio_Protillo_k141_804902,SG,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,914_0
Rubio_Protillo_k141_81669,SG,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,1866_0
Rubio_Protillo_k141_821304,both,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,1143_0
Rubio_Protillo_k141_850872,SG,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,1882_0
Rubio_Protillo_k141_857127,SG,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,1021_0
Rubio_Protillo_k141_86616,SG,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,1079_0
Rubio_Protillo_k141_870120,SG,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,951_0
Rubio_Protillo_k141_879040,SG,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,513_0
Rubio_Protillo_k141_894632,SG,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,1875_0
Rubio_Protillo_k141_90744,both,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,1016_0
Rubio_Protillo_k141_908979,SG,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,1130_0
Rubio_Protillo_k141_918602,both,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,1016_0
Schorn_k141_1059824,SG,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,1895_0
Schorn_k141_10703592,SG,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,1896_0
Schorn_k141_10735901,SG,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,1067_0
Schorn_k141_12385194,SG,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,1151_0
Schorn_k141_12676774,SG,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,1900_0
Schorn_k141_12882802,SG,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,1901_0
Schorn_k141_12926758,SG,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,1902_0
Schorn_k141_13052507,SG,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,1903_0
Schorn_k141_13113388,SG,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,1081_0
Schorn_k141_13523794,SG,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,1905_0
Schorn_k141_13590047,SG,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,1906_0
Schorn_k141_14053712,both,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,1511_0
Schorn_k141_14060255,SG,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,1907_0
Schorn_k141_14162914,SG,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,1817_0
Schorn_k141_14407985,SG,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,1871_0
Schorn_k141_144080,both,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,690_0
Schorn_k141_14443167,SG,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,1790_0
Schorn_k141_14535348,both,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,1814_0
Schorn_k141_14778714,SG,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,1908_0
Schorn_k141_15100635,SG,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,1881_0
Schorn_k141_15477708,SG,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,1895_0
Schorn_k141_15479828,SG,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,1909_0
Schorn_k141_15531234,SG,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,1134_0
Schorn_k141_15622619,SG,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,1908_0
Schorn_k141_15664706,SG,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,1793_0
Schorn_k141_15954387,SG,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,801_0
Schorn_k141_15954422,both,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,1747_0
Schorn_k141_16822522,SG,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,1912_0
Schorn_k141_17030857,both,Clustered,Uroviricota,Caudoviricetes,Unassigned,Winoviridae,Peternellavirus,716_0
Schorn_k141_17038397,SG,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,1913_0
Schorn_k141_17151422,SG,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,1914_0
Schorn_k141_17297169,SG,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,1915_0
Schorn_k141_17455949,SG,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,1897_0
Schorn_k141_17668976,SG,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,1917_0
Schorn_k141_1798312,SG,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,1918_0
Schorn_k141_18086219,SG,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,1909_0
Schorn_k141_1815457,SG,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,1167_0
Schorn_k141_18275936,NA,Clustered/Singleton,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,322_0
Schorn_k141_18350254,SG,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,1802_0
Schorn_k141_18372877,SG,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,1753_0
Schorn_k141_18433141,both,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,360_0
Schorn_k141_19175629,SG,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,1912_0
Schorn_k141_19530300,both,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,690_0
Schorn_k141_19931202,SG,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,1919_0
Schorn_k141_20099501,both,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,831_0
Schorn_k141_20176532,both,Clustered,Uroviricota,Caudoviricetes,Unassigned,Autographiviridae,Kafavirus,1283_0
Schorn_k141_20287027,SG,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,1920_0
Schorn_k141_20509850,SG,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,1918_0
Schorn_k141_20592460,SG,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,1921_0
Schorn_k141_20773986,SG,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,1922_0
Schorn_k141_20835720,SG,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,1916_0
Schorn_k141_20918170,both,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,831_0
Schorn_k141_2093579,SG,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,1810_0
Schorn_k141_2111549,SG,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,1921_0
Schorn_k141_21311363,SG,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,1920_0
Schorn_k141_21472209,SG,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,547_0
Schorn_k141_21525031,SG,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,1924_0
Schorn_k141_21942776,SG,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,587_0
Schorn_k141_22167387,SG,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,1904_0
Schorn_k141_22346805,SG,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,784_0
Schorn_k141_22369139,SG,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,1925_0
Schorn_k141_22818319,SG,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,1926_0
Schorn_k141_2294211,SG,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,1512_0
Schorn_k141_22982002,SG,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,1815_0
Schorn_k141_23379099,SG,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,912_0
Schorn_k141_23460567,SG,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,1927_0
Schorn_k141_23647400,SG,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,1783_0
Schorn_k141_24137454,SG,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,1925_0
Schorn_k141_24426762,SG,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,1924_0
Schorn_k141_24481601,SG,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,1928_0
Schorn_k141_24493227,SG,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,1929_0
Schorn_k141_24532214,SG,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,1898_0
Schorn_k141_25163526,SG,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,1066_0
Schorn_k141_25277012,SG,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,1930_0
Schorn_k141_25547660,SG,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,545_0
Schorn_k141_25619811,SG,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,1920_0
Schorn_k141_2581580,SG,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,1898_0
Schorn_k141_26208418,SG,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,1913_0
Schorn_k141_26477,SG,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,1926_0
Schorn_k141_26919022,SG,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,1915_0
Schorn_k141_27112516,SG,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,1847_0
Schorn_k141_27433551,SG,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,932_0
Schorn_k141_27565158,both,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,532_0
Schorn_k141_27596671,SG,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,1931_0
Schorn_k141_27708502,SG,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,579_0
Schorn_k141_27719303,both,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,831_0
Schorn_k141_2785062,SG,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,1873_0
Schorn_k141_27889485,SG,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,185_0
Schorn_k141_27988429,SG,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,267_0
Schorn_k141_27990274,SG,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,1932_0
Schorn_k141_28203291,SG,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,1901_0
Schorn_k141_2891531,SG,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,1783_0
Schorn_k141_28919149,SG,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,1917_0
Schorn_k141_29050277,SG,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,1925_0
Schorn_k141_29217684,both,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,1722_0
Schorn_k141_29284122,SG,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,1923_0
Schorn_k141_29620699,SG,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,795_0
Schorn_k141_2973021,SG,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,1933_0
Schorn_k141_29735192,both,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,515_0
Schorn_k141_30253129,SG,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,1907_0
Schorn_k141_30569373,SG,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,761_0
Schorn_k141_31311314,both,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,515_0
Schorn_k141_31404337,SG,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,1898_0
Schorn_k141_31856018,SG,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,1928_0
Schorn_k141_31930249,SG,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,1712_0
Schorn_k141_31975989,SG,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,1929_0
Schorn_k141_32742510,SG,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,1183_0
Schorn_k141_33029840,SG,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,1668_0
Schorn_k141_33069682,SG,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,1931_0
Schorn_k141_33082232,SG,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,98_0
Schorn_k141_33180620,both,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,1751_0
Schorn_k141_33207297,SG,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,1927_0
Schorn_k141_3352243,SG,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,1120_0
Schorn_k141_33638274,SG,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,1926_0
Schorn_k141_33811374,SG,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,1017_0
Schorn_k141_34913648,SG,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,1700_0
Schorn_k141_34990355,SG,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,956_0
Schorn_k141_3517816,SG,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,792_0
Schorn_k141_35494486,SG,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,932_0
Schorn_k141_35920562,SG,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,1906_0
Schorn_k141_3628590,SG,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,955_0
Schorn_k141_36480252,SG,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,1927_0
Schorn_k141_3781147,SG,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,1896_0
Schorn_k141_4083898,SG,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,1902_0
Schorn_k141_4675572,SG,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,975_0
Schorn_k141_4687032,SG,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,1909_0
Schorn_k141_5065193,SG,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,1916_0
Schorn_k141_5150499,SG,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,1807_0
Schorn_k141_5467664,SG,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,1801_0
Schorn_k141_626432,SG,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,1804_0
Schorn_k141_6830145,SG,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,1847_0
Schorn_k141_687489,SG,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,792_0
Schorn_k141_6893413,SG,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,1897_0
Schorn_k141_7719463,SG,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,323_0
Schorn_k141_7729292,SG,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,1668_0
Schorn_k141_7831193,SG,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,1937_0
Schorn_k141_7849618,SG,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,1930_0
Schorn_k141_7916584,both,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,515_0
Schorn_k141_7940702,both,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,1843_0
Schorn_k141_7944680,SG,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,1517_0
Schorn_k141_8057014,SG,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,1914_0
Schorn_k141_811125,SG,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,928_0
Schorn_k141_8253766,SG,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,1919_0
Schorn_k141_8419268,SG,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,1793_0
Schorn_k141_8546765,SG,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,544_0
Schorn_k141_8841515,SG,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,1937_0
Schorn_k141_9198813,SG,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,1921_0
Schorn_k141_9478679,SG,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,1922_0
Schorn_k141_9482113,SG,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,1799_0
Schorn_k141_9540451,SG,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,1905_0
Schorn_k141_9783212,SG,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,1907_0
SoginMETA_k141_10184963,SG,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,1097_0
SoginMETA_k141_10222829,both,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,831_0
SoginMETA_k141_10299254,SG,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,544_0
SoginMETA_k141_10318166,SG,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,1318_0
SoginMETA_k141_10323408,SG,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,1938_0
SoginMETA_k141_1032502,SG,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,1889_0
SoginMETA_k141_10533497,SG,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,974_0
SoginMETA_k141_10788626,SG,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,1939_0
SoginMETA_k141_10831299,SG,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,1940_0
SoginMETA_k141_11054171,SG,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,1939_0
SoginMETA_k141_11144910,SG,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,1941_0
SoginMETA_k141_11380876,SG,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,1766_0
SoginMETA_k141_11433739,SG,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,1942_0
SoginMETA_k141_11525280,SG,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,1894_0
SoginMETA_k141_11547679,SG,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,1936_0
SoginMETA_k141_11728576,SG,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,659_0
SoginMETA_k141_117909,SG,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,730_0
SoginMETA_k141_11802287,SG,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,1526_0
SoginMETA_k141_12268739,SG,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,1904_0
SoginMETA_k141_12280382,SG,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,1129_0
SoginMETA_k141_12289183,both,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,831_0
SoginMETA_k141_12507281,SG,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,1943_0
SoginMETA_k141_12529538,SG,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,1529_0
SoginMETA_k141_1264138,SG,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,1060_0
SoginMETA_k141_12693572,SG,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,974_0
SoginMETA_k141_12765257,SG,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,1025_0
SoginMETA_k141_12807699,SG,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,1075_0
SoginMETA_k141_12915237,SG,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,1945_0
SoginMETA_k141_12931231,SG,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,1753_0
SoginMETA_k141_12992638,both,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,831_0
SoginMETA_k141_13116320,SG,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,969_0
SoginMETA_k141_13131732,SG,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,1946_0
SoginMETA_k141_13287396,both,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,1782_0
SoginMETA_k141_13320019,SG,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,974_0
SoginMETA_k141_13457768,SG,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,1026_0
SoginMETA_k141_13554239,SG,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,1106_0
SoginMETA_k141_13591498,SG,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,1067_0
SoginMETA_k141_13605446,SG,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,1935_0
SoginMETA_k141_136306,SG,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,1947_0
SoginMETA_k141_13812023,both,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,807_0
SoginMETA_k141_14023286,SG,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,1948_0
SoginMETA_k141_14076983,SG,Clustered,Unassigned,Unassigned,Unassigned,Unassigned,Unassigned,1118_0
